OBS_route_id,OBS_agency,GTFS1.8_route_id,GTFS1.8_agency,
BART_27 3,BART,,bart,
BART_27 30,BART,,bart,
BART_27 31,BART,,bart,
BART_27 32,BART,,bart,
BART_27 33,BART,,bart,
BART_27 34,BART,,bart,
BART_27 35,BART,,bart,
BART_27 36,BART,,bart,
BART_27 37,BART,,bart,
BART_27 38,BART,,bart,
BART_27 39,BART,,bart,
BART_27 4,BART,,bart,
BART_27 40,BART,,bart,
BART_27 41,BART,,bart,
BART_27 42,BART,,bart,
BART_27 43,BART,,bart,
BART_27 44,BART,,bart,
BART_27 45,BART,,bart,
BART_27 5,BART,,bart,
BART_27 6,BART,,bart,
BART_27 7,BART,,bart,
BART_27 8,BART,,bart,
BART_27 9,BART,,bart,
BART_28 1,BART,,bart,
BART_28 10,BART,,bart,
BART_28 11,BART,,bart,
BART_28 12,BART,,bart,
BART_28 13,BART,,bart,
BART_28 14,BART,,bart,
BART_28 15,BART,,bart,
BART_28 16,BART,,bart,
BART_28 17,BART,,bart,
BART_28 18,BART,,bart,
BART_28 19,BART,,bart,
BART_28 2,BART,,bart,
BART_28 20,BART,,bart,
BART_28 21,BART,,bart,
BART_28 22,BART,,bart,
BART_28 23,BART,,bart,
BART_28 24,BART,,bart,
BART_28 25,BART,,bart,
BART_28 26,BART,,bart,
BART_28 27,BART,,bart,
BART_28 29,BART,,bart,
BART_28 3,BART,,bart,
BART_28 30,BART,,bart,
BART_28 31,BART,,bart,
BART_28 32,BART,,bart,
BART_28 33,BART,,bart,
BART_28 34,BART,,bart,
BART_28 35,BART,,bart,
BART_28 36,BART,,bart,
BART_28 37,BART,,bart,
BART_28 38,BART,,bart,
BART_28 39,BART,,bart,
BART_28 4,BART,,bart,
BART_28 40,BART,,bart,
BART_28 41,BART,,bart,
BART_28 42,BART,,bart,
BART_28 43,BART,,bart,
BART_28 44,BART,,bart,
BART_28 45,BART,,bart,
BART_28 5,BART,,bart,
BART_28 6,BART,,bart,
BART_28 7,BART,,bart,
BART_28 8,BART,,bart,
BART_28 9,BART,,bart,
BART_29 1,BART,,bart,
BART_29 10,BART,,bart,
BART_29 11,BART,,bart,
BART_29 12,BART,,bart,
BART_29 13,BART,,bart,
BART_29 14,BART,,bart,
BART_29 15,BART,,bart,
BART_29 16,BART,,bart,
BART_29 17,BART,,bart,
BART_29 18,BART,,bart,
BART_29 19,BART,,bart,
BART_29 2,BART,,bart,
BART_29 20,BART,,bart,
BART_29 21,BART,,bart,
BART_29 22,BART,,bart,
BART_29 23,BART,,bart,
BART_29 24,BART,,bart,
BART_29 25,BART,,bart,
BART_29 26,BART,,bart,
BART_29 27,BART,,bart,
BART_29 28,BART,,bart,
BART_29 3,BART,,bart,
BART_29 30,BART,,bart,
BART_29 31,BART,,bart,
BART_29 32,BART,,bart,
BART_29 33,BART,,bart,
BART_29 34,BART,,bart,
BART_29 35,BART,,bart,
BART_29 36,BART,,bart,
BART_29 37,BART,,bart,
BART_29 38,BART,,bart,
BART_29 39,BART,,bart,
BART_29 4,BART,,bart,
BART_29 40,BART,,bart,
BART_29 41,BART,,bart,
BART_29 42,BART,,bart,
BART_29 43,BART,,bart,
BART_29 44,BART,,bart,
BART_29 45,BART,,bart,
BART_29 5,BART,,bart,
BART_29 6,BART,,bart,
BART_29 7,BART,,bart,
BART_29 8,BART,,bart,
BART_29 9,BART,,bart,
BART_3 1,BART,,bart,
BART_3 10,BART,,bart,
BART_3 11,BART,,bart,
BART_3 12,BART,,bart,
BART_3 13,BART,,bart,
BART_3 14,BART,,bart,
BART_3 15,BART,,bart,
BART_3 16,BART,,bart,
BART_3 17,BART,,bart,
BART_3 18,BART,,bart,
BART_3 19,BART,,bart,
BART_3 2,BART,,bart,
BART_3 20,BART,,bart,
BART_3 21,BART,,bart,
BART_3 22,BART,,bart,
BART_3 23,BART,,bart,
BART_3 24,BART,,bart,
BART_3 25,BART,,bart,
BART_3 26,BART,,bart,
BART_3 27,BART,,bart,
BART_3 28,BART,,bart,
BART_3 29,BART,,bart,
BART_3 30,BART,,bart,
BART_3 31,BART,,bart,
BART_3 32,BART,,bart,
BART_3 33,BART,,bart,
BART_3 34,BART,,bart,
BART_3 35,BART,,bart,
BART_3 36,BART,,bart,
BART_3 37,BART,,bart,
BART_3 38,BART,,bart,
BART_3 4,BART,,bart,
BART_3 40,BART,,bart,
BART_3 42,BART,,bart,
BART_3 43,BART,,bart,
BART_3 44,BART,,bart,
BART_3 45,BART,,bart,
BART_3 5,BART,,bart,
BART_3 6,BART,,bart,
BART_3 7,BART,,bart,
BART_3 8,BART,,bart,
BART_3 9,BART,,bart,
BART_30 1,BART,,bart,
BART_30 10,BART,,bart,
BART_30 11,BART,,bart,
BART_30 12,BART,,bart,
BART_30 13,BART,,bart,
BART_30 14,BART,,bart,
BART_30 15,BART,,bart,
BART_30 16,BART,,bart,
BART_30 17,BART,,bart,
BART_30 18,BART,,bart,
BART_30 19,BART,,bart,
BART_30 2,BART,,bart,
BART_30 20,BART,,bart,
BART_30 21,BART,,bart,
BART_30 22,BART,,bart,
BART_30 23,BART,,bart,
BART_30 24,BART,,bart,
BART_30 25,BART,,bart,
BART_30 26,BART,,bart,
BART_30 27,BART,,bart,
BART_30 28,BART,,bart,
BART_30 29,BART,,bart,
BART_30 3,BART,,bart,
BART_30 31,BART,,bart,
BART_30 32,BART,,bart,
BART_30 33,BART,,bart,
BART_30 34,BART,,bart,
BART_30 35,BART,,bart,
BART_30 36,BART,,bart,
BART_30 37,BART,,bart,
BART_30 38,BART,,bart,
BART_30 39,BART,,bart,
BART_30 4,BART,,bart,
BART_30 40,BART,,bart,
BART_30 41,BART,,bart,
BART_30 42,BART,,bart,
BART_30 43,BART,,bart,
BART_30 44,BART,,bart,
BART_30 45,BART,,bart,
BART_30 5,BART,,bart,
BART_30 6,BART,,bart,
BART_30 7,BART,,bart,
BART_30 8,BART,,bart,
BART_30 9,BART,,bart,
BART_31 1,BART,,bart,
BART_31 10,BART,,bart,
BART_31 11,BART,,bart,
BART_31 12,BART,,bart,
BART_31 13,BART,,bart,
BART_31 14,BART,,bart,
BART_31 15,BART,,bart,
BART_31 16,BART,,bart,
BART_31 17,BART,,bart,
BART_31 18,BART,,bart,
BART_31 19,BART,,bart,
BART_31 2,BART,,bart,
BART_31 20,BART,,bart,
BART_31 21,BART,,bart,
BART_31 22,BART,,bart,
BART_31 23,BART,,bart,
BART_31 24,BART,,bart,
BART_31 25,BART,,bart,
BART_31 26,BART,,bart,
BART_31 27,BART,,bart,
BART_31 28,BART,,bart,
BART_31 29,BART,,bart,
BART_31 3,BART,,bart,
BART_31 30,BART,,bart,
BART_31 32,BART,,bart,
BART_31 33,BART,,bart,
BART_31 34,BART,,bart,
BART_31 35,BART,,bart,
BART_31 36,BART,,bart,
BART_31 37,BART,,bart,
BART_31 38,BART,,bart,
BART_31 39,BART,,bart,
BART_31 4,BART,,bart,
BART_31 40,BART,,bart,
BART_31 41,BART,,bart,
BART_31 42,BART,,bart,
BART_31 43,BART,,bart,
BART_31 44,BART,,bart,
BART_31 45,BART,,bart,
BART_31 5,BART,,bart,
BART_31 6,BART,,bart,
BART_31 7,BART,,bart,
BART_31 8,BART,,bart,
BART_31 9,BART,,bart,
BART_32 1,BART,,bart,
BART_32 10,BART,,bart,
BART_32 11,BART,,bart,
BART_32 12,BART,,bart,
BART_32 13,BART,,bart,
BART_32 14,BART,,bart,
BART_32 15,BART,,bart,
BART_32 16,BART,,bart,
BART_32 17,BART,,bart,
BART_32 18,BART,,bart,
BART_32 19,BART,,bart,
BART_32 2,BART,,bart,
BART_32 20,BART,,bart,
BART_32 21,BART,,bart,
BART_32 22,BART,,bart,
BART_32 23,BART,,bart,
BART_32 24,BART,,bart,
BART_32 25,BART,,bart,
BART_32 26,BART,,bart,
BART_32 27,BART,,bart,
BART_32 28,BART,,bart,
BART_32 29,BART,,bart,
BART_32 3,BART,,bart,
BART_32 30,BART,,bart,
BART_32 31,BART,,bart,
BART_32 33,BART,,bart,
BART_32 34,BART,,bart,
BART_32 35,BART,,bart,
BART_32 36,BART,,bart,
BART_32 37,BART,,bart,
BART_32 38,BART,,bart,
BART_32 39,BART,,bart,
BART_32 4,BART,,bart,
BART_32 40,BART,,bart,
BART_32 41,BART,,bart,
BART_32 42,BART,,bart,
BART_32 43,BART,,bart,
BART_32 44,BART,,bart,
BART_32 45,BART,,bart,
BART_32 5,BART,,bart,
BART_32 6,BART,,bart,
BART_32 7,BART,,bart,
BART_32 8,BART,,bart,
BART_32 9,BART,,bart,
BART_33 1,BART,,bart,
BART_33 10,BART,,bart,
BART_33 11,BART,,bart,
BART_33 12,BART,,bart,
BART_33 13,BART,,bart,
BART_33 14,BART,,bart,
BART_33 15,BART,,bart,
BART_33 16,BART,,bart,
BART_33 17,BART,,bart,
BART_33 18,BART,,bart,
BART_33 19,BART,,bart,
BART_33 2,BART,,bart,
BART_33 20,BART,,bart,
BART_33 21,BART,,bart,
BART_33 22,BART,,bart,
BART_33 23,BART,,bart,
BART_33 24,BART,,bart,
BART_33 25,BART,,bart,
BART_33 26,BART,,bart,
BART_33 27,BART,,bart,
BART_33 28,BART,,bart,
BART_33 29,BART,,bart,
BART_33 3,BART,,bart,
BART_33 30,BART,,bart,
BART_33 31,BART,,bart,
BART_33 32,BART,,bart,
BART_33 34,BART,,bart,
BART_33 35,BART,,bart,
BART_33 36,BART,,bart,
BART_33 37,BART,,bart,
BART_33 38,BART,,bart,
BART_33 39,BART,,bart,
BART_33 4,BART,,bart,
BART_33 40,BART,,bart,
BART_33 41,BART,,bart,
BART_33 42,BART,,bart,
BART_33 43,BART,,bart,
BART_33 44,BART,,bart,
BART_33 45,BART,,bart,
BART_33 5,BART,,bart,
BART_33 6,BART,,bart,
BART_33 7,BART,,bart,
BART_33 8,BART,,bart,
BART_33 9,BART,,bart,
BART_34 1,BART,,bart,
BART_34 10,BART,,bart,
BART_34 11,BART,,bart,
BART_34 12,BART,,bart,
BART_34 13,BART,,bart,
BART_34 14,BART,,bart,
BART_34 15,BART,,bart,
BART_34 16,BART,,bart,
BART_34 17,BART,,bart,
BART_34 18,BART,,bart,
BART_34 19,BART,,bart,
BART_34 2,BART,,bart,
BART_34 20,BART,,bart,
BART_34 21,BART,,bart,
BART_34 22,BART,,bart,
BART_34 23,BART,,bart,
BART_34 24,BART,,bart,
BART_34 25,BART,,bart,
BART_34 26,BART,,bart,
BART_34 27,BART,,bart,
BART_34 28,BART,,bart,
BART_34 29,BART,,bart,
BART_34 3,BART,,bart,
BART_34 30,BART,,bart,
BART_34 31,BART,,bart,
BART_34 32,BART,,bart,
BART_34 33,BART,,bart,
BART_34 35,BART,,bart,
BART_34 36,BART,,bart,
BART_34 37,BART,,bart,
BART_34 38,BART,,bart,
BART_34 39,BART,,bart,
BART_34 4,BART,,bart,
BART_34 40,BART,,bart,
BART_34 41,BART,,bart,
BART_34 42,BART,,bart,
BART_34 43,BART,,bart,
BART_34 44,BART,,bart,
BART_34 45,BART,,bart,
BART_34 5,BART,,bart,
BART_34 6,BART,,bart,
BART_34 7,BART,,bart,
BART_34 8,BART,,bart,
BART_34 9,BART,,bart,
BART_35 1,BART,,bart,
BART_35 10,BART,,bart,
BART_35 11,BART,,bart,
BART_35 12,BART,,bart,
BART_35 13,BART,,bart,
BART_35 14,BART,,bart,
BART_35 15,BART,,bart,
BART_35 16,BART,,bart,
BART_35 17,BART,,bart,
BART_35 18,BART,,bart,
BART_35 19,BART,,bart,
BART_35 2,BART,,bart,
BART_35 20,BART,,bart,
BART_35 21,BART,,bart,
BART_35 22,BART,,bart,
BART_35 23,BART,,bart,
BART_35 24,BART,,bart,
BART_35 25,BART,,bart,
BART_35 26,BART,,bart,
BART_35 27,BART,,bart,
BART_35 28,BART,,bart,
BART_35 29,BART,,bart,
BART_35 3,BART,,bart,
BART_35 30,BART,,bart,
BART_35 31,BART,,bart,
BART_35 32,BART,,bart,
BART_35 33,BART,,bart,
BART_35 34,BART,,bart,
BART_35 36,BART,,bart,
BART_35 37,BART,,bart,
BART_35 38,BART,,bart,
BART_35 39,BART,,bart,
BART_35 4,BART,,bart,
BART_35 40,BART,,bart,
BART_35 41,BART,,bart,
BART_35 42,BART,,bart,
BART_35 43,BART,,bart,
BART_35 44,BART,,bart,
BART_35 45,BART,,bart,
BART_35 5,BART,,bart,
BART_35 6,BART,,bart,
BART_35 7,BART,,bart,
BART_35 8,BART,,bart,
BART_35 9,BART,,bart,
BART_36 1,BART,,bart,
BART_36 10,BART,,bart,
BART_36 11,BART,,bart,
BART_36 12,BART,,bart,
BART_36 14,BART,,bart,
BART_36 15,BART,,bart,
BART_36 16,BART,,bart,
BART_36 18,BART,,bart,
BART_36 19,BART,,bart,
BART_36 2,BART,,bart,
BART_36 20,BART,,bart,
BART_36 21,BART,,bart,
BART_36 22,BART,,bart,
BART_36 24,BART,,bart,
BART_36 25,BART,,bart,
BART_36 26,BART,,bart,
BART_36 27,BART,,bart,
BART_36 28,BART,,bart,
BART_36 29,BART,,bart,
BART_36 30,BART,,bart,
BART_36 31,BART,,bart,
BART_36 32,BART,,bart,
BART_36 33,BART,,bart,
BART_36 34,BART,,bart,
BART_36 35,BART,,bart,
BART_36 37,BART,,bart,
BART_36 38,BART,,bart,
BART_36 39,BART,,bart,
BART_36 40,BART,,bart,
BART_36 41,BART,,bart,
BART_36 42,BART,,bart,
BART_36 43,BART,,bart,
BART_36 44,BART,,bart,
BART_36 5,BART,,bart,
BART_36 6,BART,,bart,
BART_36 7,BART,,bart,
BART_36 8,BART,,bart,
BART_36 9,BART,,bart,
BART_37 1,BART,,bart,
BART_37 10,BART,,bart,
BART_37 11,BART,,bart,
BART_37 12,BART,,bart,
BART_37 13,BART,,bart,
BART_37 14,BART,,bart,
BART_37 15,BART,,bart,
BART_37 16,BART,,bart,
BART_37 17,BART,,bart,
BART_37 18,BART,,bart,
BART_37 19,BART,,bart,
BART_37 2,BART,,bart,
BART_37 20,BART,,bart,
BART_37 21,BART,,bart,
BART_37 22,BART,,bart,
BART_37 23,BART,,bart,
BART_37 24,BART,,bart,
BART_37 25,BART,,bart,
BART_37 26,BART,,bart,
BART_37 27,BART,,bart,
BART_37 28,BART,,bart,
BART_37 29,BART,,bart,
BART_37 30,BART,,bart,
BART_37 31,BART,,bart,
BART_37 32,BART,,bart,
BART_37 33,BART,,bart,
BART_37 34,BART,,bart,
BART_37 35,BART,,bart,
BART_37 36,BART,,bart,
BART_37 38,BART,,bart,
BART_37 39,BART,,bart,
BART_37 4,BART,,bart,
BART_37 40,BART,,bart,
BART_37 42,BART,,bart,
BART_37 43,BART,,bart,
BART_37 44,BART,,bart,
BART_37 45,BART,,bart,
BART_37 5,BART,,bart,
BART_37 6,BART,,bart,
BART_37 7,BART,,bart,
BART_37 8,BART,,bart,
BART_37 9,BART,,bart,
BART_38 1,BART,,bart,
BART_38 10,BART,,bart,
BART_38 11,BART,,bart,
BART_38 12,BART,,bart,
BART_38 13,BART,,bart,
BART_38 14,BART,,bart,
BART_38 15,BART,,bart,
BART_38 16,BART,,bart,
BART_38 17,BART,,bart,
BART_38 18,BART,,bart,
BART_38 19,BART,,bart,
BART_38 2,BART,,bart,
BART_38 20,BART,,bart,
BART_38 21,BART,,bart,
BART_38 22,BART,,bart,
BART_38 23,BART,,bart,
BART_38 24,BART,,bart,
BART_38 25,BART,,bart,
BART_38 26,BART,,bart,
BART_38 27,BART,,bart,
BART_38 28,BART,,bart,
BART_38 29,BART,,bart,
BART_38 3,BART,,bart,
BART_38 30,BART,,bart,
BART_38 31,BART,,bart,
BART_38 32,BART,,bart,
BART_38 33,BART,,bart,
BART_38 34,BART,,bart,
BART_38 35,BART,,bart,
BART_38 37,BART,,bart,
BART_38 39,BART,,bart,
BART_38 4,BART,,bart,
BART_38 40,BART,,bart,
BART_38 41,BART,,bart,
BART_38 42,BART,,bart,
BART_38 43,BART,,bart,
BART_38 44,BART,,bart,
BART_38 45,BART,,bart,
BART_38 5,BART,,bart,
BART_38 6,BART,,bart,
BART_38 7,BART,,bart,
BART_38 8,BART,,bart,
BART_38 9,BART,,bart,
BART_39 1,BART,,bart,
BART_39 10,BART,,bart,
BART_39 11,BART,,bart,
BART_39 12,BART,,bart,
BART_39 13,BART,,bart,
BART_39 14,BART,,bart,
BART_39 15,BART,,bart,
BART_39 16,BART,,bart,
BART_39 17,BART,,bart,
BART_39 18,BART,,bart,
BART_39 19,BART,,bart,
BART_39 2,BART,,bart,
BART_39 20,BART,,bart,
BART_39 21,BART,,bart,
BART_39 22,BART,,bart,
BART_39 23,BART,,bart,
BART_39 24,BART,,bart,
BART_39 25,BART,,bart,
BART_39 26,BART,,bart,
BART_39 27,BART,,bart,
BART_39 28,BART,,bart,
BART_39 29,BART,,bart,
BART_39 3,BART,,bart,
BART_39 30,BART,,bart,
BART_39 31,BART,,bart,
BART_39 32,BART,,bart,
BART_39 33,BART,,bart,
BART_39 34,BART,,bart,
BART_39 35,BART,,bart,
BART_39 36,BART,,bart,
BART_39 4,BART,,bart,
BART_39 40,BART,,bart,
BART_39 41,BART,,bart,
BART_39 42,BART,,bart,
BART_39 43,BART,,bart,
BART_39 44,BART,,bart,
BART_39 45,BART,,bart,
BART_39 5,BART,,bart,
BART_39 6,BART,,bart,
BART_39 7,BART,,bart,
BART_39 8,BART,,bart,
BART_39 9,BART,,bart,
BART_4 1,BART,,bart,
BART_4 10,BART,,bart,
BART_4 11,BART,,bart,
BART_4 12,BART,,bart,
BART_4 13,BART,,bart,
BART_4 14,BART,,bart,
BART_4 15,BART,,bart,
BART_4 16,BART,,bart,
BART_4 17,BART,,bart,
BART_4 18,BART,,bart,
BART_4 19,BART,,bart,
BART_4 2,BART,,bart,
BART_4 20,BART,,bart,
BART_4 21,BART,,bart,
BART_4 22,BART,,bart,
BART_4 23,BART,,bart,
BART_4 24,BART,,bart,
BART_4 25,BART,,bart,
BART_4 26,BART,,bart,
BART_4 27,BART,,bart,
BART_4 28,BART,,bart,
BART_4 29,BART,,bart,
BART_4 3,BART,,bart,
BART_4 30,BART,,bart,
BART_4 31,BART,,bart,
BART_4 32,BART,,bart,
BART_4 33,BART,,bart,
BART_4 34,BART,,bart,
BART_4 35,BART,,bart,
BART_4 36,BART,,bart,
BART_4 37,BART,,bart,
BART_4 38,BART,,bart,
BART_4 40,BART,,bart,
BART_4 42,BART,,bart,
BART_4 43,BART,,bart,
BART_4 44,BART,,bart,
BART_4 45,BART,,bart,
BART_4 5,BART,,bart,
BART_4 6,BART,,bart,
BART_4 7,BART,,bart,
BART_4 8,BART,,bart,
BART_4 9,BART,,bart,
BART_40 1,BART,,bart,
BART_40 10,BART,,bart,
BART_40 11,BART,,bart,
BART_40 12,BART,,bart,
BART_40 13,BART,,bart,
BART_40 14,BART,,bart,
BART_40 15,BART,,bart,
BART_40 16,BART,,bart,
BART_40 17,BART,,bart,
BART_40 18,BART,,bart,
BART_40 19,BART,,bart,
BART_40 2,BART,,bart,
BART_40 20,BART,,bart,
BART_40 21,BART,,bart,
BART_40 22,BART,,bart,
BART_40 23,BART,,bart,
BART_40 24,BART,,bart,
BART_40 25,BART,,bart,
BART_40 26,BART,,bart,
BART_40 27,BART,,bart,
BART_40 28,BART,,bart,
BART_40 29,BART,,bart,
BART_40 30,BART,,bart,
BART_40 31,BART,,bart,
BART_40 32,BART,,bart,
BART_40 33,BART,,bart,
BART_40 34,BART,,bart,
BART_40 35,BART,,bart,
BART_40 36,BART,,bart,
BART_40 37,BART,,bart,
BART_40 38,BART,,bart,
BART_40 39,BART,,bart,
BART_40 4,BART,,bart,
BART_40 41,BART,,bart,
BART_40 42,BART,,bart,
BART_40 43,BART,,bart,
BART_40 44,BART,,bart,
BART_40 45,BART,,bart,
BART_40 5,BART,,bart,
BART_40 6,BART,,bart,
BART_40 7,BART,,bart,
BART_40 8,BART,,bart,
BART_40 9,BART,,bart,
BART_41 1,BART,,bart,
BART_41 10,BART,,bart,
BART_41 11,BART,,bart,
BART_41 12,BART,,bart,
BART_41 13,BART,,bart,
BART_41 14,BART,,bart,
BART_41 15,BART,,bart,
BART_41 16,BART,,bart,
BART_41 17,BART,,bart,
BART_41 18,BART,,bart,
BART_41 19,BART,,bart,
BART_41 2,BART,,bart,
BART_41 20,BART,,bart,
BART_41 21,BART,,bart,
BART_41 22,BART,,bart,
BART_41 23,BART,,bart,
BART_41 25,BART,,bart,
BART_41 26,BART,,bart,
BART_41 27,BART,,bart,
BART_41 28,BART,,bart,
BART_41 29,BART,,bart,
BART_41 3,BART,,bart,
BART_41 30,BART,,bart,
BART_41 31,BART,,bart,
BART_41 32,BART,,bart,
BART_41 33,BART,,bart,
BART_41 34,BART,,bart,
BART_41 35,BART,,bart,
BART_41 36,BART,,bart,
BART_41 37,BART,,bart,
BART_41 38,BART,,bart,
BART_41 39,BART,,bart,
BART_41 4,BART,,bart,
BART_41 40,BART,,bart,
BART_41 42,BART,,bart,
BART_41 43,BART,,bart,
BART_41 44,BART,,bart,
BART_41 5,BART,,bart,
BART_41 6,BART,,bart,
BART_41 7,BART,,bart,
BART_41 8,BART,,bart,
BART_41 9,BART,,bart,
BART_42 1,BART,,bart,
BART_42 10,BART,,bart,
BART_42 11,BART,,bart,
BART_42 12,BART,,bart,
BART_42 13,BART,,bart,
BART_42 14,BART,,bart,
BART_42 15,BART,,bart,
BART_42 16,BART,,bart,
BART_42 17,BART,,bart,
BART_42 19,BART,,bart,
BART_42 2,BART,,bart,
BART_42 20,BART,,bart,
BART_42 21,BART,,bart,
BART_42 22,BART,,bart,
BART_42 23,BART,,bart,
BART_42 24,BART,,bart,
BART_42 25,BART,,bart,
BART_42 26,BART,,bart,
BART_42 27,BART,,bart,
BART_42 28,BART,,bart,
BART_42 29,BART,,bart,
BART_42 3,BART,,bart,
BART_42 30,BART,,bart,
BART_42 31,BART,,bart,
BART_42 32,BART,,bart,
BART_42 33,BART,,bart,
BART_42 34,BART,,bart,
BART_42 35,BART,,bart,
BART_42 36,BART,,bart,
BART_42 37,BART,,bart,
BART_42 38,BART,,bart,
BART_42 39,BART,,bart,
BART_42 4,BART,,bart,
BART_42 40,BART,,bart,
BART_42 41,BART,,bart,
BART_42 43,BART,,bart,
BART_42 44,BART,,bart,
BART_42 45,BART,,bart,
BART_42 5,BART,,bart,
BART_42 6,BART,,bart,
BART_42 7,BART,,bart,
BART_42 8,BART,,bart,
BART_42 9,BART,,bart,
BART_43 1,BART,,bart,
BART_43 10,BART,,bart,
BART_43 11,BART,,bart,
BART_43 12,BART,,bart,
BART_43 13,BART,,bart,
BART_43 14,BART,,bart,
BART_43 15,BART,,bart,
BART_43 16,BART,,bart,
BART_43 17,BART,,bart,
BART_43 18,BART,,bart,
BART_43 19,BART,,bart,
BART_43 2,BART,,bart,
BART_43 20,BART,,bart,
BART_43 21,BART,,bart,
BART_43 22,BART,,bart,
BART_43 23,BART,,bart,
BART_43 24,BART,,bart,
BART_43 25,BART,,bart,
BART_43 26,BART,,bart,
BART_43 27,BART,,bart,
BART_43 28,BART,,bart,
BART_43 29,BART,,bart,
BART_43 3,BART,,bart,
BART_43 30,BART,,bart,
BART_43 31,BART,,bart,
BART_43 32,BART,,bart,
BART_43 33,BART,,bart,
BART_43 34,BART,,bart,
BART_43 35,BART,,bart,
BART_43 36,BART,,bart,
BART_43 37,BART,,bart,
BART_43 38,BART,,bart,
BART_43 39,BART,,bart,
BART_43 4,BART,,bart,
BART_43 40,BART,,bart,
BART_43 41,BART,,bart,
BART_43 42,BART,,bart,
BART_43 44,BART,,bart,
BART_43 45,BART,,bart,
BART_43 5,BART,,bart,
BART_43 6,BART,,bart,
BART_43 7,BART,,bart,
BART_43 8,BART,,bart,
BART_43 9,BART,,bart,
BART_44 1,BART,,bart,
BART_44 10,BART,,bart,
BART_44 11,BART,,bart,
BART_44 12,BART,,bart,
BART_44 13,BART,,bart,
BART_44 14,BART,,bart,
BART_44 15,BART,,bart,
BART_44 16,BART,,bart,
BART_44 18,BART,,bart,
BART_44 19,BART,,bart,
BART_44 2,BART,,bart,
BART_44 20,BART,,bart,
BART_44 21,BART,,bart,
BART_44 22,BART,,bart,
BART_44 23,BART,,bart,
BART_44 24,BART,,bart,
BART_44 25,BART,,bart,
BART_44 26,BART,,bart,
BART_44 27,BART,,bart,
BART_44 28,BART,,bart,
BART_44 29,BART,,bart,
BART_44 30,BART,,bart,
BART_44 31,BART,,bart,
BART_44 32,BART,,bart,
BART_44 33,BART,,bart,
BART_44 34,BART,,bart,
BART_44 35,BART,,bart,
BART_44 36,BART,,bart,
BART_44 38,BART,,bart,
BART_44 39,BART,,bart,
BART_44 4,BART,,bart,
BART_44 40,BART,,bart,
BART_44 41,BART,,bart,
BART_44 42,BART,,bart,
BART_44 43,BART,,bart,
BART_44 5,BART,,bart,
BART_44 6,BART,,bart,
BART_44 7,BART,,bart,
BART_44 8,BART,,bart,
BART_44 9,BART,,bart,
BART_45 1,BART,,bart,
BART_45 10,BART,,bart,
BART_45 11,BART,,bart,
BART_45 12,BART,,bart,
BART_45 13,BART,,bart,
BART_45 14,BART,,bart,
BART_45 15,BART,,bart,
BART_45 16,BART,,bart,
BART_45 17,BART,,bart,
BART_45 18,BART,,bart,
BART_45 19,BART,,bart,
BART_45 20,BART,,bart,
BART_45 21,BART,,bart,
BART_45 22,BART,,bart,
BART_45 23,BART,,bart,
BART_45 24,BART,,bart,
BART_45 25,BART,,bart,
BART_45 26,BART,,bart,
BART_45 27,BART,,bart,
BART_45 28,BART,,bart,
BART_45 29,BART,,bart,
BART_45 30,BART,,bart,
BART_45 31,BART,,bart,
BART_45 32,BART,,bart,
BART_45 33,BART,,bart,
BART_45 34,BART,,bart,
BART_45 35,BART,,bart,
BART_45 37,BART,,bart,
BART_45 38,BART,,bart,
BART_45 4,BART,,bart,
BART_45 40,BART,,bart,
BART_45 41,BART,,bart,
BART_45 42,BART,,bart,
BART_45 43,BART,,bart,
BART_45 44,BART,,bart,
BART_45 5,BART,,bart,
BART_45 6,BART,,bart,
BART_45 7,BART,,bart,
BART_45 8,BART,,bart,
BART_45 9,BART,,bart,
BART_5 1,BART,,bart,
BART_5 10,BART,,bart,
BART_5 11,BART,,bart,
BART_5 12,BART,,bart,
BART_5 13,BART,,bart,
BART_5 14,BART,,bart,
BART_5 15,BART,,bart,
BART_5 16,BART,,bart,
BART_5 17,BART,,bart,
BART_5 18,BART,,bart,
BART_5 19,BART,,bart,
BART_5 2,BART,,bart,
BART_5 20,BART,,bart,
BART_5 21,BART,,bart,
BART_5 22,BART,,bart,
BART_5 23,BART,,bart,
BART_5 24,BART,,bart,
BART_5 25,BART,,bart,
BART_5 26,BART,,bart,
BART_5 27,BART,,bart,
BART_5 28,BART,,bart,
BART_5 29,BART,,bart,
BART_5 3,BART,,bart,
BART_5 30,BART,,bart,
BART_5 31,BART,,bart,
BART_5 32,BART,,bart,
BART_5 33,BART,,bart,
BART_5 34,BART,,bart,
BART_5 35,BART,,bart,
BART_5 36,BART,,bart,
BART_5 37,BART,,bart,
BART_5 38,BART,,bart,
BART_5 39,BART,,bart,
BART_5 4,BART,,bart,
BART_5 40,BART,,bart,
BART_5 41,BART,,bart,
BART_5 42,BART,,bart,
BART_5 43,BART,,bart,
BART_5 44,BART,,bart,
BART_5 45,BART,,bart,
BART_5 6,BART,,bart,
BART_5 7,BART,,bart,
BART_5 8,BART,,bart,
BART_5 9,BART,,bart,
BART_6 1,BART,,bart,
BART_6 10,BART,,bart,
BART_6 11,BART,,bart,
BART_6 12,BART,,bart,
BART_6 13,BART,,bart,
BART_6 14,BART,,bart,
BART_6 15,BART,,bart,
BART_6 16,BART,,bart,
BART_6 17,BART,,bart,
BART_6 18,BART,,bart,
